REGI,TYPO,TAG,IS_TYPO,RLEN,TLEN,TYPO_ENCOUNTER_TIME,VISUAL_SIMILARITY,KEYBOARD_DISTANCE,META_PHONE_DISTANCE,BIGRAM_SIMILARITY,EDIT_DISTANCE,TIME_DISTANCE,SOUNDEX_DISTANCE
teletalk.com.bd,telitalk.com.bd,2017-09,1,15,15,25-SEP-17 02.56.25.402000000 AM,0.78,2,0,0.86,1,0.01,0
teletalk.com.bd,tetetalk.com.bd,2017-09,1,15,15,25-SEP-17 02.56.25.406000000 AM,0.78,2,1,0.86,1,0,1
teletalk.com.bd,teletall.com.bd,2017-09,1,15,15,25-SEP-17 02.56.25.733000000 AM,0.78,1,0,0.86,1,0.06,0
teletalk.com.bd,teletall.com.bd,2017-09,1,15,15,25-SEP-17 02.56.26.240000000 AM,0.78,1,0,0.86,1,0,0
kairabarihighschool.edu.bd,analiabarihighschool.edu.bd,2017-09,0,26,27,25-SEP-17 02.56.28.340000000 AM,0.53,5,4,0.82,4,5.86,4
google.com.bd,ssgoogle.com.bd,2017-09,0,13,15,05-SEP-17 11.16.24.870000000 AM,0.52,2,1,0.92,2,3.85,2
google.com.bd,google.co.bd,2017-09,1,13,12,06-SEP-17 12.55.14.449000000 AM,0.73,1,0,0.87,1,35.52,0
aviationnews.com.bd,aviationnew.com.bd,2017-09,1,19,18,06-SEP-17 12.41.44.652000000 AM,0.8,1,0,0.91,1,0,0
daraz.com.bd,dara.com.bd,2017-09,1,12,11,05-SEP-17 11.49.09.340000000 AM,0.71,1,0,0.86,1,7.01,2
arpilot.edu.bd,arpilit.edu.bd,2017-09,1,14,14,05-SEP-17 11.52.22.778000000 AM,0.76,1,0,0.85,1,0,0
amefird.com.bd,amcfird.com.bd,2017-09,1,14,14,06-SEP-17 01.14.28.039000000 AM,0.8,2,2,0.85,1,0.13,2
islamicfoundation.gov.bd,islamicfoundation.org.bd,2017-09,1,24,24,06-SEP-17 02.47.00.523000000 AM,0.65,3.41,0,0.83,3,47.54,0
amefird.com.bd,amcfird.com.bd,2017-09,1,14,14,06-SEP-17 01.14.28.021000000 AM,0.8,2,2,0.85,1,0.15,2
conveyor.com.bd,conveyoccom.bd,2017-09,1,15,14,06-SEP-17 01.38.49.892000000 AM,0.58,3,1,0.81,2,3.03,1
rishalgroup.com.bd,rishaggroup.com.bd,2017-09,1,18,18,06-SEP-17 01.28.14.778000000 AM,0.81,2,2,0.88,1,0.18,2
rishalgroup.com.bd,rishaggroup.com.bd,2017-09,1,18,18,06-SEP-17 01.28.15.155000000 AM,0.81,2,2,0.88,1,0.18,2
ittefaq.com.bd,ittefaw.com.bd,2017-09,1,14,14,06-SEP-17 03.01.35.161000000 AM,0.76,1,0,0.85,1,1.4,0
mybank.com.bd,xibank.com.bd,2017-09,1,13,13,06-SEP-17 03.00.15.843000000 AM,0.58,4,1,0.83,2,10.58,1
mybank.com.bd,xtbank.com.bd,2017-09,1,13,13,06-SEP-17 03.00.21.271000000 AM,0.58,3,3,0.83,2,5.16,3
mybank.com.bd,x5bank.com.bd,2017-09,1,13,13,06-SEP-17 03.00.21.650000000 AM,0.58,3,1,0.83,2,4.78,1
mybank.com.bd,x2bank.com.bd,2017-09,1,13,13,06-SEP-17 03.00.21.915000000 AM,0.58,4,1,0.83,2,4.51,1
mybank.com.bd,jebank.com.bd,2017-09,1,13,13,06-SEP-17 03.00.21.981000000 AM,0.58,3,1,0.83,2,4.45,1
mybank.com.bd,jobank.com.bd,2017-09,1,13,13,06-SEP-17 03.00.22.281000000 AM,0.58,3,1,0.83,2,4.15,1
mybank.com.bd,x9bank.com.bd,2017-09,1,13,13,06-SEP-17 03.00.22.337000000 AM,0.58,4,1,0.83,2,4.09,1
mybank.com.bd,xrbank.com.bd,2017-09,0,13,13,06-SEP-17 03.00.22.642000000 AM,0.58,4,3,0.83,2,3.79,3
mybank.com.bd,jmbank.com.bd,2017-09,1,13,13,06-SEP-17 03.00.22.654000000 AM,0.58,2,3,0.83,2,3.77,2
mybank.com.bd,x9bank.com.bd,2017-09,1,13,13,06-SEP-17 03.00.22.777000000 AM,0.58,4,1,0.83,2,3.65,1
mybank.com.bd,kwbank.com.bd,2017-09,1,13,13,06-SEP-17 03.00.22.790000000 AM,0.58,3.41,1,0.83,2,3.64,1
mybank.com.bd,fybank.com.bd,2017-09,1,13,13,06-SEP-17 03.00.22.815000000 AM,0.75,2,1,0.92,1,3.61,1
mybank.com.bd,twbank.com.bd,2017-09,1,13,13,06-SEP-17 03.00.22.816000000 AM,0.58,3,1,0.83,2,3.61,1
mybank.com.bd,fybank.com.bd,2017-09,1,13,13,06-SEP-17 03.00.22.861000000 AM,0.75,2,1,0.92,1,3.57,1
mybank.com.bd,fybank.com.bd,2017-09,1,13,13,06-SEP-17 03.00.23.248000000 AM,0.75,2,1,0.92,1,3.18,1
mybank.com.bd,kwbank.com.bd,2017-09,1,13,13,06-SEP-17 03.00.23.282000000 AM,0.58,3.41,1,0.83,2,3.15,1
mybank.com.bd,xsbank.com.bd,2017-09,0,13,13,06-SEP-17 03.00.23.400000000 AM,0.58,4,1,0.83,2,3.03,3
mybank.com.bd,zwbank.com.bd,2017-09,1,13,13,06-SEP-17 03.00.23.507000000 AM,0.58,4,1,0.83,2,2.92,1
mybank.com.bd,4ybank.com.bd,2017-09,1,13,13,06-SEP-17 03.00.23.622000000 AM,0.75,2,1,0.92,1,2.81,2
mybank.com.bd,xsbank.com.bd,2017-09,0,13,13,06-SEP-17 03.00.23.641000000 AM,0.58,4,1,0.83,2,2.79,3
mybank.com.bd,xsbank.com.bd,2017-09,0,13,13,06-SEP-17 03.00.23.653000000 AM,0.58,4,1,0.83,2,2.77,3
mybank.com.bd,0wbank.com.bd,2017-09,0,13,13,06-SEP-17 03.00.23.659000000 AM,0.58,4,1,0.83,2,2.77,2
mybank.com.bd,8wbank.com.bd,2017-09,0,13,13,06-SEP-17 03.00.23.856000000 AM,0.58,4,1,0.83,2,2.57,2
mybank.com.bd,0wbank.com.bd,2017-09,0,13,13,06-SEP-17 03.00.24.071000000 AM,0.58,4,1,0.83,2,2.36,2
mybank.com.bd,hwbank.com.bd,2017-09,1,13,13,06-SEP-17 03.00.24.108000000 AM,0.58,3,3,0.83,2,2.32,2
mybank.com.bd,vwbank.com.bd,2017-09,1,13,13,06-SEP-17 03.00.24.123000000 AM,0.58,4,3,0.83,2,2.3,1
mybank.com.bd,1wbank.com.bd,2017-09,0,13,13,06-SEP-17 03.00.24.220000000 AM,0.58,4,1,0.83,2,2.21,2
mybank.com.bd,4ybank.com.bd,2017-09,1,13,13,06-SEP-17 03.00.24.234000000 AM,0.75,2,1,0.92,1,2.19,2
mybank.com.bd,xkbank.com.bd,2017-09,0,13,13,06-SEP-17 03.00.24.328000000 AM,0.58,3.41,1,0.83,2,2.1,3
mybank.com.bd,8wbank.com.bd,2017-09,0,13,13,06-SEP-17 03.00.24.355000000 AM,0.58,4,1,0.83,2,2.07,2
mybank.com.bd,x9bank.com.bd,2017-09,1,13,13,06-SEP-17 03.00.24.576000000 AM,0.58,4,1,0.83,2,1.85,1
mybank.com.bd,7wbank.com.bd,2017-09,0,13,13,06-SEP-17 03.00.24.708000000 AM,0.58,4,1,0.83,2,1.72,2
mybank.com.bd,xkbank.com.bd,2017-09,0,13,13,06-SEP-17 03.00.24.736000000 AM,0.58,3.41,1,0.83,2,1.69,3
mybank.com.bd,dwbank.com.bd,2017-09,1,13,13,06-SEP-17 03.00.24.996000000 AM,0.58,4,1,0.83,2,1.43,1
mybank.com.bd,awbank.com.bd,2017-09,1,13,13,06-SEP-17 03.00.25.001000000 AM,0.58,4,1,0.83,2,1.43,1
mybank.com.bd,dwbank.com.bd,2017-09,1,13,13,06-SEP-17 03.00.25.074000000 AM,0.58,4,1,0.83,2,1.35,1
mybank.com.bd,xebank.com.bd,2017-09,1,13,13,06-SEP-17 03.00.25.091000000 AM,0.58,4,1,0.83,2,1.34,1
mybank.com.bd,awbank.com.bd,2017-09,1,13,13,06-SEP-17 03.00.25.129000000 AM,0.58,4,1,0.83,2,1.3,1
mybank.com.bd,mwbank.com.bd,2017-09,1,13,13,06-SEP-17 03.00.25.143000000 AM,0.75,2,0,0.83,1,1.28,0
mybank.com.bd,awbank.com.bd,2017-09,1,13,13,06-SEP-17 03.00.25.229000000 AM,0.58,4,1,0.83,2,1.2,1
mybank.com.bd,7wbank.com.bd,2017-09,0,13,13,06-SEP-17 03.00.25.317000000 AM,0.58,4,1,0.83,2,1.11,2
mybank.com.bd,awbank.com.bd,2017-09,1,13,13,06-SEP-17 03.00.25.421000000 AM,0.58,4,1,0.83,2,1.01,1
mybank.com.bd,owbank.com.bd,2017-09,1,13,13,06-SEP-17 03.00.25.432000000 AM,0.58,4,1,0.83,2,1,1
mybank.com.bd,awbank.com.bd,2017-09,1,13,13,06-SEP-17 03.00.25.480000000 AM,0.58,4,1,0.83,2,0.95,1
mybank.com.bd,7wbank.com.bd,2017-09,0,13,13,06-SEP-17 03.00.25.808000000 AM,0.58,4,1,0.83,2,0.62,2
mybank.com.bd,xfbank.com.bd,2017-09,0,13,13,06-SEP-17 03.00.25.892000000 AM,0.58,4,1,0.83,2,0.54,3
mybank.com.bd,j-bank.com.bd,2017-09,1,13,13,06-SEP-17 03.00.26.115000000 AM,0.58,3,1,0.83,2,0.31,1
mybank.com.bd,j3bank.com.bd,2017-09,1,13,13,06-SEP-17 03.00.26.240000000 AM,0.58,3,1,0.83,2,0.19,1
mybank.com.bd,jdbank.com.bd,2017-09,1,13,13,06-SEP-17 03.00.26.267000000 AM,0.58,3,3,0.83,2,0.16,3
mybank.com.bd,xfbank.com.bd,2017-09,0,13,13,06-SEP-17 03.00.26.463000000 AM,0.58,4,1,0.83,2,0.02,3
mybank.com.bd,xxbank.com.bd,2017-09,0,13,13,06-SEP-17 03.00.20.651000000 AM,0.59,4,1,0.83,2,5.73,4
mybank.com.bd,jobank.com.bd,2017-09,1,13,13,06-SEP-17 03.00.22.640000000 AM,0.58,3,1,0.83,2,3.74,1
mybank.com.bd,x2bank.com.bd,2017-09,1,13,13,06-SEP-17 03.00.22.978000000 AM,0.58,4,1,0.83,2,3.4,1
mybank.com.bd,twbank.com.bd,2017-09,1,13,13,06-SEP-17 03.00.23.015000000 AM,0.58,3,1,0.83,2,3.36,1
mybank.com.bd,twbank.com.bd,2017-09,1,13,13,06-SEP-17 03.00.23.544000000 AM,0.58,3,1,0.83,2,2.83,1
mybank.com.bd,zwbank.com.bd,2017-09,1,13,13,06-SEP-17 03.00.23.628000000 AM,0.58,4,1,0.83,2,2.75,1
mybank.com.bd,kybank.com.bd,2017-09,1,13,13,06-SEP-17 03.00.23.686000000 AM,0.75,1.41,1,0.92,1,2.69,1
mybank.com.bd,4ybank.com.bd,2017-09,1,13,13,06-SEP-17 03.00.24.135000000 AM,0.75,2,1,0.92,1,2.24,2
mybank.com.bd,xkbank.com.bd,2017-09,0,13,13,06-SEP-17 03.00.24.190000000 AM,0.58,3.41,1,0.83,2,2.19,3
mybank.com.bd,hwbank.com.bd,2017-09,1,13,13,06-SEP-17 03.00.24.377000000 AM,0.58,3,3,0.83,2,2,2
mybank.com.bd,1wbank.com.bd,2017-09,0,13,13,06-SEP-17 03.00.24.597000000 AM,0.58,4,1,0.83,2,1.78,2
mybank.com.bd,7wbank.com.bd,2017-09,0,13,13,06-SEP-17 03.00.24.866000000 AM,0.58,4,1,0.83,2,1.51,2
mybank.com.bd,xebank.com.bd,2017-09,1,13,13,06-SEP-17 03.00.24.939000000 AM,0.58,4,1,0.83,2,1.44,1
mybank.com.bd,awbank.com.bd,2017-09,1,13,13,06-SEP-17 03.00.25.095000000 AM,0.58,4,1,0.83,2,1.28,1
mybank.com.bd,awbank.com.bd,2017-09,1,13,13,06-SEP-17 03.00.25.144000000 AM,0.58,4,1,0.83,2,1.23,1
mybank.com.bd,7wbank.com.bd,2017-09,0,13,13,06-SEP-17 03.00.25.269000000 AM,0.58,4,1,0.83,2,1.11,2
mybank.com.bd,mwbank.com.bd,2017-09,1,13,13,06-SEP-17 03.00.25.304000000 AM,0.75,2,0,0.83,1,1.07,0
mybank.com.bd,mwbank.com.bd,2017-09,1,13,13,06-SEP-17 03.00.25.345000000 AM,0.75,2,0,0.83,1,1.03,0
mybank.com.bd,xfbank.com.bd,2017-09,0,13,13,06-SEP-17 03.00.26.180000000 AM,0.58,4,1,0.83,2,0.2,3
mybank.com.bd,j8bank.com.bd,2017-09,1,13,13,06-SEP-17 03.00.26.343000000 AM,0.58,3,1,0.83,2,0.03,1
e-service.gov.bd,mmce-service.gov.bd,2017-09,0,16,19,06-SEP-17 06.13.19.552000000 AM,0.43,3,3,0.91,3,1.09,3
mfacademy.gov.bd,mfacad.gov.bd,2017-09,0,16,13,06-SEP-17 07.56.36.325000000 AM,0.39,3,0,0.81,3,0.74,0
google.com.bd,google.co.bd,2017-09,1,13,12,06-SEP-17 07.08.38.566000000 AM,0.73,1,0,0.87,1,53.66,0
zamangroup.com.bd,wwzamangroup.com.bd,2017-09,1,17,19,06-SEP-17 08.28.36.689000000 AM,0.59,2,1,0.94,2,4.48,0
zamangroup.com.bd,wwwzamangroup.com.bd,2017-09,1,17,20,06-SEP-17 08.28.35.005000000 AM,0.45,3,1,0.91,3,5.01,0
zamangroup.com.bd,wwzamangroup.com.bd,2017-09,1,17,19,06-SEP-17 08.28.34.833000000 AM,0.59,2,1,0.94,2,5.81,0
shishirgroup.com.bd,shirgroup.com.bd,2017-09,0,19,16,06-SEP-17 08.12.45.630000000 AM,0.49,3,2,0.91,3,9.78,2
shishirgroup.com.bd,shishigroup.com.bd,2017-09,1,19,18,06-SEP-17 08.12.53.603000000 AM,0.8,1,2,0.91,1,1.81,2
scouts.gov.bd,scoutsgov.bd,2017-09,1,13,12,06-SEP-17 08.38.55.311000000 AM,0.73,1,0,0.87,1,27.33,0
primegroup.com.bd,primegroup-bd.com.bd,2017-09,1,17,20,06-SEP-17 10.06.05.350000000 AM,0.46,3,0,0.86,3,0,0
vertexgroup.com.bd,vertexgrotp.com.bd,2017-09,1,18,18,06-SEP-17 10.11.27.295000000 AM,0.81,2,0,0.88,1,11.01,0
teletalk.com.bd,teletalk.bd,2017-09,1,15,11,06-SEP-17 09.00.25.224000000 AM,0.26,4,0,0.83,4,3.62,0
banglalink.com.bd,banglalik.com.bd,2017-09,1,17,16,06-SEP-17 09.51.58.352000000 AM,0.78,1,0,0.9,1,6.99,0
moedu.gov.bd,nuedu.gov.bd,2017-09,1,12,12,06-SEP-17 10.26.24.527000000 AM,0.57,3,1,0.82,2,49.85,1
islamicfoundation.gov.bd,islamicfoundation.org.bd,2017-09,1,24,24,06-SEP-17 09.17.36.661000000 AM,0.65,3.41,0,0.83,3,1.7,0
bghsctg.edu.bd,dkhsctg.edu.bd,2017-09,1,14,14,06-SEP-17 09.09.58.495000000 AM,0.63,4,1,0.85,2,0,1
primegroup.com.bd,primegroup-bd.com.bd,2017-09,1,17,20,06-SEP-17 09.56.23.098000000 AM,0.46,3,0,0.86,3,0,0
fatepurhs.edu.bd,farepurhs.edu.bd,2017-09,1,16,16,06-SEP-17 09.59.51.449000000 AM,0.79,1,1,0.87,1,3.81,1
islamicfoundation.gov.bd,islamicfoundation.org.bd,2017-09,1,24,24,06-SEP-17 12.00.31.336000000 AM,0.65,3.41,0,0.83,3,9.17,0
vertexgroup.com.bd,vertexgrotp.com.bd,2017-09,1,18,18,06-SEP-17 11.14.56.126000000 AM,0.81,2,0,0.88,1,0.24,0
amberit.com.bd,amberit.bd,2017-09,0,14,10,06-SEP-17 11.21.26.963000000 AM,0.24,4,0,0.82,4,41.7,0
primegroup.com.bd,primegroup-bd.com.bd,2017-09,1,17,20,06-SEP-17 10.45.07.748000000 AM,0.46,3,0,0.86,3,0.33,0
grameenphone.com.bd,grameephone.com.bd,2017-09,1,19,18,06-SEP-17 11.40.39.943000000 AM,0.8,1,1,0.91,1,10.29,1
carmudi.com.bd,carmudi.bd,2017-09,1,14,10,06-SEP-17 11.21.49.858000000 AM,0.24,4,0,0.82,4,26.89,0
teletalk.com.bd,teletalk.bd,2017-09,1,15,11,06-SEP-17 11.43.12.310000000 AM,0.26,4,0,0.83,4,27.31,0
narsingdi.gov.bd,narshingdi.gov.bd,2017-09,1,16,17,06-SEP-17 10.51.53.912000000 AM,0.78,1,0,0.9,1,0.04,1
hamko.com.bd,hamco.com.bd,2017-09,1,12,12,06-SEP-17 10.54.22.596000000 AM,0.73,2,0,0.82,1,58.14,0
primegroup.com.bd,primegroup-bd.com.bd,2017-09,1,17,20,06-SEP-17 10.41.48.879000000 AM,0.46,3,0,0.86,3,0,0
dgfp.gov.bd,dgfpbd.gov.bd,2017-09,1,11,13,06-SEP-17 12.47.49.779000000 AM,0.49,2,1,0.82,2,31.58,0
shishirgroup.com.bd,shirgroup.com.bd,2017-09,0,19,16,06-SEP-17 12.33.02.019000000 AM,0.49,3,2,0.91,3,0.16,2
shishirgroup.com.bd,shishigroup.com.bd,2017-09,1,19,18,06-SEP-17 12.33.02.127000000 AM,0.8,1,2,0.91,1,0.05,2
aviationnews.com.bd,aviationnew.com.bd,2017-09,1,19,18,06-SEP-17 12.24.15.906000000 AM,0.8,1,0,0.91,1,0,0
google.com.bd,goigle.com.bd,2017-09,1,13,13,06-SEP-17 01.16.08.295000000 AM,0.75,1,0,0.83,1,24.84,0
baust.edu.bd,pust.edu.bd,2017-09,0,12,11,06-SEP-17 12.18.17.900000000 AM,0.5,3,1,0.86,2,59.52,0
google.com.bd,google.co.bd,2017-09,1,13,12,06-SEP-17 01.10.50.616000000 AM,0.73,1,0,0.87,1,0.3,0
bangladeshpost.gov.bd,bandladeshpost.gov.bd,2017-09,1,21,21,06-SEP-17 01.28.03.237000000 AM,0.83,2,1,0.9,1,15.19,1
ttcdhaka.edu.bd,ttdhaka.edu.bd,2017-09,1,15,14,06-SEP-17 01.39.51.383000000 AM,0.76,1,1,0.89,1,21.22,2
primegroup.com.bd,primegroup-bd.com.bd,2017-09,1,17,20,06-SEP-17 12.21.00.046000000 AM,0.46,3,0,0.86,3,0,0
doharnawabganjcollege.edu.bd,doharnawabganj.edu.bd,2017-09,0,28,21,06-SEP-17 03.01.39.129000000 AM,0.22,7,0,0.81,7,0.01,0
doharnawabganjcollege.edu.bd,doharnawabganjcollag.edu.bd,2017-09,1,28,27,06-SEP-17 03.01.39.129000000 AM,0.74,3,0,0.87,2,0.01,0
communityclinic.gov.bd,communutyclinic.gov.bd,2017-09,1,22,22,06-SEP-17 02.01.17.037000000 AM,0.84,1,0,0.9,1,36.6,0
spgirlshs.edu.bd,spgsgirlshs.edu.bd,2017-09,1,16,18,06-SEP-17 03.10.53.147000000 AM,0.65,2,0,0.94,2,13.37,2
petrobangla.org.bd,petrobangl.org.bd,2017-09,1,18,17,06-SEP-17 04.08.08.197000000 AM,0.79,1,0,0.91,1,0.64,0
americabangladeshuniversity.edu.bd,americanbangladeshuniversity.edu.bd,2017-09,1,34,35,06-SEP-17 04.18.14.048000000 AM,0.88,1,0,0.96,1,41.83,0
xiclassadmission.gov.bd,xiclassaddmission.gov.bd,2017-09,1,23,24,06-SEP-17 03.51.47.686000000 AM,0.84,1,0,0.98,1,32.72,0
uttarauniversity.edu.bd,university.edu.bd,2017-09,0,23,17,06-SEP-17 04.13.31.267000000 AM,0.22,6,3,0.84,6,28.64,3
primegroup.com.bd,primegroup-bd.com.bd,2017-09,1,17,20,06-SEP-17 06.03.58.933000000 AM,0.46,3,0,0.86,3,0,0
amefird.com.bd,amcfird.com.bd,2017-09,1,14,14,06-SEP-17 05.57.58.747000000 AM,0.8,2,2,0.85,1,0.33,2
yandex.com.bd,yandex.co.bd,2017-09,1,13,12,06-SEP-17 05.21.39.187000000 AM,0.73,1,0,0.87,1,0.36,0
music.com.bd,misic.com.bd,2017-09,1,12,12,06-SEP-17 05.55.26.389000000 AM,0.73,1,0,0.82,1,0.06,0
lindeengineering.com.bd,linjde-engineering.com.bd,2017-09,1,23,25,06-SEP-17 05.30.53.850000000 AM,0.68,2,2,0.87,2,46.28,2
sylhet.gov.bd,sylhetdip.gov.bd,2017-09,0,13,16,06-SEP-17 08.29.39.775000000 AM,0.39,3,1,0.81,3,15.89,1
xiclassadmission.gov.bd,xiclassadmision.gov.bd,2017-09,1,23,22,06-SEP-17 07.37.54.434000000 AM,0.83,1,0,0.98,1,47.26,0
primegroup.com.bd,primegroup-bd.com.bd,2017-09,1,17,20,06-SEP-17 08.00.29.702000000 AM,0.46,3,0,0.86,3,0.08,0
supremecourt.gov.bd,supermecourt.gov.bd,2017-09,1,19,19,06-SEP-17 08.26.51.352000000 AM,0.82,2,0,0.83,2,17.03,0
chittagong.gov.bd,chittagongboard.gov.bd,2017-09,0,17,22,06-SEP-17 07.41.36.533000000 AM,0.28,5,0,0.81,5,28.19,0
ittefaq.com.bd,eittefaq.com.bd,2017-09,1,14,15,06-SEP-17 08.01.23.474000000 AM,0.74,1,1,0.96,1,22.13,0
rishalgroup.com.bd,rishaggroup.com.bd,2017-09,1,18,18,06-SEP-17 09.23.34.697000000 AM,0.81,2,2,0.88,1,0.26,2
speedwell.com.bd,vpeedwell.com.bd,2017-09,1,16,16,06-SEP-17 09.20.05.545000000 AM,0.79,2,3,0.93,1,13.3,1
pidilite.com.bd,pihilite.com.bd,2017-09,1,15,15,06-SEP-17 09.11.46.592000000 AM,0.78,2,2,0.86,1,0.33,1
hsbc.com.bd,hsbc.co.bd,2017-09,1,11,10,06-SEP-17 09.12.17.945000000 AM,0.69,1,0,0.84,1,0.16,0
permess.com.bd,permes.com.bd,2017-09,1,14,13,06-SEP-17 09.18.30.764000000 AM,0.74,1,0,0.96,1,0.95,0
joinbangladesharmy.mil.bd,joinbangladeshnavy.mil.bd,2017-09,1,25,25,06-SEP-17 10.09.20.928000000 AM,0.66,4,0,0.83,3,18.41,0
nittsu.com.bd,niltsu.com.bd,2017-09,1,13,13,06-SEP-17 09.01.17.889000000 AM,0.75,2,2,0.83,1,0.17,2
bangladesh.gov.bd,banglagdesh.gov.bd,2017-09,1,17,18,06-SEP-17 09.26.15.397000000 AM,0.88,1,0,0.91,1,52.23,0
dachser.com.bd,dacser.com.bd,2017-09,1,14,13,06-SEP-17 09.43.48.830000000 AM,0.74,1,0,0.88,1,3.7,0
hangersplus.com.bd,hangerspaus.com.bd,2017-09,1,18,18,06-SEP-17 09.16.48.219000000 AM,0.81,2,0,0.88,1,0.3,0
ngte-welfaretrust.gov.bd,ngte-welfarefrust.gov.bd,2017-09,1,24,24,06-SEP-17 08.59.24.222000000 AM,0.89,1.41,0,0.91,1,15.52,0
conveyor.com.bd,conveyoccom.bd,2017-09,1,15,14,06-SEP-17 09.01.17.650000000 AM,0.58,3,1,0.81,2,14.71,1
primebank.com.bd,primebankltd.com.bd,2017-09,1,16,19,06-SEP-17 11.05.46.174000000 AM,0.44,3,0,0.85,3,34.67,0
bracu.ac.bd,igs-bracu.ac.bd,2017-09,0,11,15,06-SEP-17 10.27.54.501000000 AM,0.26,4,4,0.83,4,11.24,4
shishirgroup.com.bd,shishigroup.com.bd,2017-09,1,19,18,06-SEP-17 11.11.31.584000000 AM,0.8,1,2,0.91,1,6.72,2
bracu.ac.bd,igs-bracu.ac.bd,2017-09,0,11,15,06-SEP-17 10.24.20.858000000 AM,0.26,4,4,0.83,4,4.61,4
bghsctg.edu.bd,bdhsctg.edu.bd,2017-09,1,14,14,06-SEP-17 10.23.09.421000000 AM,0.76,2,1,0.85,1,0.05,1
google.com.bd,google.co.bd,2017-09,1,13,12,06-SEP-17 11.51.14.010000000 AM,0.73,1,0,0.87,1,5.56,0
primegroup.com.bd,primegroup-bd.com.bd,2017-09,1,17,20,06-SEP-17 11.36.17.527000000 AM,0.46,3,0,0.86,3,0,0
mhhst.edu.bd,kbhst.edu.bd,2017-09,1,12,12,07-SEP-17 01.53.48.452000000 AM,0.59,2.83,4,0.82,2,6.91,3
bracu.ac.bd,igs-bracu.ac.bd,2017-09,0,11,15,07-SEP-17 12.48.46.983000000 AM,0.26,4,4,0.83,4,39.61,4
tomataxi.com.bd,tomataxi.bd,2017-09,1,15,11,07-SEP-17 01.38.34.674000000 AM,0.26,4,0,0.83,4,0.03,0
mopme.gov.bd,mope.gov.bd,2017-09,1,12,11,07-SEP-17 12.51.06.402000000 AM,0.82,1,2,0.86,1,0.03,2
educationboard.gov.bd,educationboardresult.gov.bd,2017-09,0,21,27,07-SEP-17 12.09.43.906000000 AM,0.26,6,0,0.83,6,35.69,0
primegroup.com.bd,primegroup-bd.com.bd,2017-09,1,17,20,07-SEP-17 02.03.16.697000000 AM,0.46,3,0,0.86,3,0,0
primegroup.com.bd,primegroup-bd.com.bd,2017-09,1,17,20,07-SEP-17 04.05.12.944000000 AM,0.46,3,0,0.86,3,0.32,0
primegroup.com.bd,primegroup-bd.com.bd,2017-09,1,17,20,07-SEP-17 04.05.13.321000000 AM,0.46,3,0,0.86,3,0.32,0
kushtia.gov.bd,kustia.gov.bd,2017-09,1,14,13,07-SEP-17 04.25.10.819000000 AM,0.74,1,0,0.88,1,0,1
jessoreboard.gov.bd,jesoreboard.gov.bd,2017-09,1,19,18,07-SEP-17 04.01.18.698000000 AM,0.8,1,0,0.97,1,12.22,0
rafidcargo.com.bd,yeamin-rafidcargo.com.bd,2017-09,0,17,24,07-SEP-17 04.40.53.206000000 AM,0.18,7,4,0.82,7,0,4
itel.com.bd,eqjitel.com.bd,2017-09,0,11,14,07-SEP-17 06.36.04.998000000 AM,0.34,3,3,0.87,3,51.12,3
itel.com.bd,squitel.com.bd,2017-09,0,11,14,07-SEP-17 06.36.48.605000000 AM,0.34,3,1,0.87,3,7.51,3
aviationnews.com.bd,aviationnew.com.bd,2017-09,1,19,18,07-SEP-17 08.39.15.479000000 AM,0.8,1,0,0.91,1,0,0
techtunes.com.bd,techtunes.bd,2017-09,1,16,12,07-SEP-17 08.59.36.950000000 AM,0.28,4,0,0.85,4,8.43,0
express.com.bd,pabnaexpress.com.bd,2017-09,0,14,19,07-SEP-17 08.16.16.996000000 AM,0.24,5,4,0.84,5,10.79,4
akhtargroup.com.bd,akhtaragroup.com.bd,2017-09,1,18,19,07-SEP-17 09.09.14.611000000 AM,0.8,1,0,0.91,1,0.31,0
nothi.gov.bd,noti.gov.bd,2017-09,1,12,11,07-SEP-17 09.00.16.092000000 AM,0.71,1,0,0.86,1,7.03,1
shksc.edu.bd,shkdc.edu.bd,2017-09,1,12,12,07-SEP-17 08.43.56.793000000 AM,0.73,1,2,0.82,1,0.13,1
shksc.edu.bd,shksv.edu.bd,2017-09,1,12,12,07-SEP-17 08.43.56.873000000 AM,0.73,1,2,0.82,1,0.05,1
shksc.edu.bd,shkac.edu.bd,2017-09,1,12,12,07-SEP-17 08.43.56.732000000 AM,0.73,1,0,0.82,1,0.22,2
shksc.edu.bd,sshksc.edu.bd,2017-09,1,12,13,07-SEP-17 08.43.56.900000000 AM,0.71,1,0,0.96,1,0.05,1
shksc.edu.bd,shkscc.edu.bd,2017-09,1,12,13,07-SEP-17 08.43.56.690000000 AM,0.73,1,0,0.96,1,0.55,0
shksc.edu.bd,sjksc.edu.bd,2017-09,1,12,12,07-SEP-17 08.43.56.913000000 AM,0.73,1,2,0.82,1,0.33,1
shksc.edu.bd,shjksc.edu.bd,2017-09,1,12,13,07-SEP-17 08.43.57.093000000 AM,0.73,1,0,0.87,1,0.15,0
shksc.edu.bd,shklsc.edu.bd,2017-09,1,12,13,07-SEP-17 08.43.57.122000000 AM,0.73,1,2,0.87,1,0.12,2
shksc.edu.bd,wwwshksc.edu.bd,2017-09,0,12,15,07-SEP-17 08.43.56.664000000 AM,0.36,3,1,0.88,3,0.71,0
